Gene	Expr0	Expr1	Expr2
Srpx	4.03289	8.05838	3.69645
Srpk3	3.33136	3.51152	3.39721
Srgap1	3.68672	3.62005	4.00186
Srd5a2l2	2.62837	2.48143	2.67021
Srd5a2	4.54702	4.59165	4.90795
Spz1	5.33841	3.43136	3.30454
Sptlc3	4.26988	4.4941	4.14528
Spt2	2.54345	2.69759	2.41764
Spt1	2.58912	2.78802	2.38451
Spsb4	5.06879	5.58549	4.81845
Spry3	3.00106	2.9866	3.28914
Sprr3	5.09192	5.51196	5.20846
Sprr2i	3.25475	3.17859	3.8642
Sprr2f	2.61536	2.75255	2.94184
Sprr2d	4.7677	4.57077	6.03967
Sprr1b	2.8161	2.89237	3.75261
Sprn	3.61059	3.68318	3.6041
Spp2	3.36526	3.35858	3.31686
Spon1	3.75545	4.1509	3.72972
Spock3	2.33957	5.38761	2.08204
Spock1	3.90648	3.97883	3.91151
Spo11	4.09839	4.39412	4.11987
Spint4	3.93882	3.81169	4.07642
Spinlw1	4.59072	4.23658	4.60496
Spink8	3.84713	3.93762	4.07158
Spink5	2.53301	2.38248	2.79337
Spink4	4.67322	5.00922	4.79827
Spink3	7.31112	3.80413	3.93751
Spink12	3.80271	4.17057	3.77293
Spink10	4.71634	3.71088	3.84183
Spib	4.08334	3.38532	4.14035
Spg3a	4.95848	5.91845	4.7218
Spesp1	7.48421	3.33046	3.71246
Spert	4.73005	5.02486	5.00709
Spef1	4.52938	4.82087	4.59895
Speer4b$EG664804	2.32382	2.2554	2.40683
Spdyb	5.114	4.82341	4.96283
Spdef	4.78777	4.84266	4.95303
Spatc1	3.27383	3.31998	3.52691
Spata9	5.149	5.32298	5.31162
Spata4	3.16845	3.49439	3.11154
Spata3	4.77412	4.81929	4.93509
Spata2L	5.13114	5.41907	5.51319
Spata19	2.80153	2.69614	2.98065
Spata17	4.28116	4.39328	4.39697
Spata16	4.02597	4.26609	4.09672
Spata1	4.26303	4.66477	4.48943
Sparcl1	3.86705	5.55809	3.52223
Spam1	2.78832	2.56296	2.53655
Spag8	5.08418	5.4204	5.25645
Spag6	4.38382	4.34055	4.07498
Spag16	3.78138	3.44889	3.55262
Spag1	5.45546	3.73693	4.93422
Spaca3	4.71686	4.92196	4.7848
Spaca1	3.34282	3.63901	3.03876
Spa17	5.78112	3.73783	5.63379
Sp8	3.05833	2.93866	2.87343
Sp5	5.18407	4.55085	4.83081
Sp4	5.44964	5.01698	4.84773
Sp110$LOC100040974	6.93035	4.07949	4.29978
Sp100	3.80188	3.71004	4.39996
Sox9	4.64294	5.65149	4.52492
Sox8	3.30596	3.6257	3.23408
Sox7	4.61318	3.81795	3.80111
Sox6	4.2484	4.76286	4.21499
Sox5	4.34832	4.74316	4.60739
Sox30	2.62206	2.56406	2.42082
Sox18	4.62301	4.28811	4.58066
Sox17	5.53716	5.03132	4.9644
Sox1	4.51572	4.28306	4.21355
Sostdc1	3.70153	3.93762	3.93121
Sorcs3	5.31554	5.32287	5.4637
Sorcs1	3.73695	3.82218	3.62517
Sorbs2	4.52688	5.43849	4.59913
Sohlh1	4.65193	4.57188	4.66
Sod3	4.65293	6.95435	4.54094
Socs1	5.31419	5.59798	5.18137
Sobp	5.34918	4.95661	5.04622
Soat2	4.98841	4.69321	4.11192
Snx26	4.38471	4.61696	4.95221
Snx22	5.05512	4.93718	5.00999
Sntg2	4.15305	4.23495	4.222
Sntg1	3.38307	3.80063	3.38845
Sntb1	4.62424	4.55504	4.49097
Snf1lk	5.80467	4.76474	5.60008
Sncaip	3.35406	3.84537	3.23916
Snca	4.4317	5.47317	4.75599
Snapc5	3.04223	3.08292	3.04611
Snap91	7.08231	4.90429	4.40965
Snap25	2.66623	2.28749	2.23929
Smyd1	5.25974	5.12663	4.95657
Smtnl1	5.68775	4.03761	3.84109
Smr2	4.77852	4.62804	4.6963
Smpx	2.51221	2.68346	2.65558
Smpdl3a	4.76868	7.61603	3.78489
Smpd3	4.35631	4.40907	4.24412
Smok3a	3.6595	3.90338	3.79883
Smcp	3.55705	3.47879	3.63818
Sln	3.49914	3.55658	3.63835
Slitrk6	3.75432	3.26089	3.02693
Slitrk5	3.79871	4.07104	5.1314
Slitrk4	3.51521	3.34912	3.22941
Slitrk3	4.2013	4.27131	4.29256
Slitrk2	4.82361	4.77248	4.96935
Slitrk1	2.70904	2.96533	2.93108
Slit1	5.40783	5.48267	5.28067
Slfn9	5.63025	5.28779	5.13514
Slfn8	4.43063	3.80573	4.04557
Slfn5	3.23024	3.3275	3.29177
Slfn4$Slfn3	3.14639	2.81837	2.95753
Slfn3$Slfn3	2.74365	2.50908	2.29257
Slfn10	2.79236	2.70157	2.79577
Slfn1	2.97548	2.93439	2.99725
Slco6c1	3.27232	3.27924	3.21149
Slco6b1	2.72287	2.87661	2.70905
Slco5a1	5.03008	4.62916	5.45658
Slco4c1	4.35822	2.72214	2.95056
Slco1c1	2.96163	3.11208	2.94228
Slco1b2	3.04249	3.04517	3.1075
Slco1a6	2.66399	2.92483	2.69578
Slco1a5	3.42098	3.88079	3.46614
Slco1a1	4.5327	4.45028	4.48588
Slc9a9	3.19478	3.79185	3.14007
Slc9a5	5.17759	5.17566	5.55759
Slc9a4	2.80975	3.04036	2.9516
Slc9a3	3.81918	3.83222	3.81942
Slc9a2	2.96472	3.14292	2.87893
Slc8a3	4.35142	4.60623	4.37418
Slc8a2	4.28738	4.2188	4.35613
Slc8a1	3.09004	3.96047	3.11546
Slc7a9	4.09554	3.43696	4.09796
Slc7a8	3.31261	3.19106	3.24414
Slc7a2	3.80487	5.03077	3.74312
Slc7a15	3.73659	3.53244	3.64188
Slc7a14	3.65344	3.09731	7.79054
Slc7a13	4.38634	4.65082	4.45101
Slc7a12	2.54004	2.48914	2.66414
Slc7a11	3.7376	4.81537	5.74317
Slc7a10	4.49931	4.76438	4.6799
Slc6a5$LOC677366	4.20402	4.23974	4.23373
Slc6a4	4.82515	5.06977	5.08736
Slc6a3	4.13439	4.48391	4.21108
Slc6a20	3.73373	3.81958	3.8624
Slc6a2	4.90378	4.76722	4.69012
Slc6a19	4.45608	4.63963	4.45292
Slc6a18	3.76441	3.83621	3.96575
Slc6a14	2.78868	2.65613	3.70488
Slc6a13	4.54591	4.47647	4.66895
Slc6a12	3.7202	3.74487	3.58628
Slc6a11	3.8811	3.88401	3.97958
Slc6a1	5.57559	2.90279	2.47789
Slc5a9	3.91444	3.97112	4.44656
Slc5a8	3.20068	3.64711	3.73395
Slc5a7	3.24961	4.94181	3.40949
Slc5a6	5.43078	4.95575	5.21718
Slc5a5	5.03827	4.96219	4.81691
Slc5a4b	4.93089	3.26442	3.55126
Slc5a4a	3.6841	3.33927	3.45829
Slc5a3	4.56722	5.29581	5.02068
Slc5a12	2.6237	2.89745	2.82065
Slc5a1	4.21301	3.15475	3.25146
Slc4a9	4.4354	4.07544	4.3379
Slc4a8	5.30783	5.17626	5.19019
Slc4a4	4.81864	6.38001	4.53722
Slc4a3	5.41303	5.3289	5.48508
Slc4a10	3.0679	2.97729	2.95279
Slc4a1	3.47861	3.30661	3.33593
Slc47a1	7.33176	2.93879	3.18857
Slc46a3	4.65816	4.5339	5.03102
Slc46a2	3.12482	3.15165	3.13248
Slc44a3	3.52425	3.52538	4.24919
Slc3a1	3.57005	3.48369	3.68996
Slc39a5	5.06397	5.26552	5.08622
Slc39a2	3.9525	3.87283	3.94327
Slc39a12	2.71788	2.83692	2.79007
Slc37a2	5.60112	5.0337	5.49242
Slc36a2	5.15649	5.36019	5.18179
Slc35f4	3.31219	3.41396	3.2738
Slc35f3	3.64267	3.31218	3.47761
Slc35f1	3.23916	3.08518	2.86862
Slc35d3	3.849	3.00118	8.37909
Slc35d1	4.57308	4.96185	5.08525
Slc35a5	4.55303	4.96706	4.92032
Slc34a3	5.27542	4.157	3.83582
Slc34a2	5.12867	5.29777	5.04395
Slc34a1	4.47923	4.34774	4.4432
Slc32a1	5.11905	5.41575	5.10546
Slc30a8	3.57872	3.61505	3.59606
Slc30a2	5.25534	3.82719	4.78923
Slc30a10	4.07641	3.54799	3.98387
Slc2a9	3.84836	4.16481	4.04885
Slc2a5	5.50829	5.46353	5.19646
Slc2a2	2.6146	2.71398	2.62911
Slc2a13	3.43942	5.79535	3.52796
Slc2a12	4.61333	4.84508	4.89648
Slc2a10	2.86784	5.95086	2.94477
Slc28a3	3.38121	3.39101	3.46057
Slc27a5	3.9421	3.53385	3.73429
Slc26a8	5.41277	5.55867	5.34332
Slc26a7	3.77869	3.94905	3.4639
Slc26a5	3.53691	3.44077	3.65057
Slc26a4	4.02685	3.7822	3.90499
Slc26a3	3.15068	3.16427	3.33901
Slc26a1	4.38505	4.40379	4.36559
Slc25a41	4.30062	3.81868	4.10822
Slc25a34	5.46975	5.13588	5.34707
Slc25a27	4.66223	4.81012	4.84371
Slc25a23	5.13999	3.88826	6.29821
Slc25a18	3.83013	3.74877	3.75156
Slc24a4	5.13153	5.27633	5.09985
Slc24a2	4.29391	4.56173	4.39672
Slc24a1	3.35612	2.51768	2.75111
Slc23a3	3.97881	3.98239	3.98329
Slc23a1	4.56629	4.10342	3.92283
Slc22a9	3.10537	3.18574	3.09102
Slc22a8	4.08617	4.21472	3.99309
Slc22a7	5.76814	4.6351	4.70645
Slc22a6	4.01909	4.08049	4.08525
Slc22a4	3.08366	3.20697	3.25905
Slc22a3	3.4399	3.60376	3.67499
Slc22a21	3.86653	4.37213	4.56817
Slc22a2	3.81234	4.1562	4.11963
Slc22a16	4.95864	5.39296	5.03956
Slc22a14	4.45029	4.49231	4.71038
Slc22a1	4.56027	4.63205	4.64859
Slc1a3	4.3806	4.36171	3.74889
Slc1a2	4.91911	4.98455	4.82963
Slc1a1	4.30356	3.75412	3.76936
Slc19a3	4.72993	4.29238	3.96323
Slc18a3	4.80297	4.59129	4.56404
Slc18a2	2.84906	4.14648	4.19852
Slc18a1	3.53978	3.55155	3.429
Slc17a7	4.81634	4.40643	4.61022
Slc17a6	3.24878	3.58084	3.25759
Slc17a3	3.44965	3.51419	3.26339
Slc17a2	3.76327	4.31799	3.74086
Slc17a1	3.32395	3.30597	3.04812
Slc16a9	4.29182	4.18253	5.16054
Slc16a7	3.78932	5.29265	5.90697
Slc16a5	4.47584	4.39035	4.29259
Slc16a4	4.96953	5.50122	4.32817
Slc16a14	4.42402	4.12719	4.06455
Slc16a12	2.29494	3.8094	2.33274
Slc16a11	5.24255	5.55222	5.3255
Slc16a10	4.93631	4.89151	4.6713
Slc15a3	3.44211	3.81637	3.77492
Slc15a2	4.9356	4.09921	6.08025
Slc15a1	4.91364	3.21727	4.4519
Slc14a2	5.39327	5.43364	5.31689
Slc14a1	2.7402	4.236	2.8621
Slc13a4	5.11335	5.13633	4.93886
Slc13a3	3.39786	3.52581	3.71711
Slc13a2	5.49255	5.401	5.40854
Slc13a1	2.86786	2.96781	2.88157
Slc12a8	5.00453	4.158	6.06444
Slc12a5	4.72238	4.76497	4.92737
Slc12a1	2.8889	3.3203	2.76467
Slc11a1	5.34154	4.60679	4.27229
Slc10a6	5.65603	5.447	5.10956
Slc10a4	2.97079	2.91497	2.8134
Slc10a2	2.27537	2.38748	2.37801
Slc10a1	3.05814	3.25188	3.19744
Slamf8	2.83841	2.88429	2.89053
Slamf7	3.74887	3.3469	3.71911
Slamf6	3.97672	3.88755	3.82242
Slamf1	3.29991	3.3754	3.34944
Sla2	4.97731	5.12594	5.26505
Sla	3.51103	3.9038	3.60187
Skap1	3.49062	3.69703	3.37936
Six6os1	7.09897	2.68327	2.37821
Six6	2.95319	2.72233	2.927
Six3$E130112M24Rik	4.57644	4.41384	4.87121
Sit1	4.30705	4.26804	4.41192
Sim2	3.4754	4.36534	3.54149
Sim1	3.79822	4.06496	4.16906
Siglech	5.42998	5.56198	5.26149
Siglece	5.01095	5.14723	5.09252
Siglec5	3.57444	2.2213	3.14889
Siglec1	5.15683	5.08232	5.00172
Sidt1	3.67473	3.58477	3.68415
Shroom1	4.79913	5.20152	4.93176
Shox2	4.19039	7.57586	3.75529
Shh	4.90498	4.79144	5.00551
She	5.41764	3.59394	3.8689
Shd	5.23428	5.28552	5.08737
Shc4	5.11601	6.20191	5.02956
Shc3	4.64586	4.56343	4.88546
Shbg	4.82574	5.03201	4.97523
Shank3	6.33718	4.98176	4.44662
Sh3tc2	5.48112	4.74875	4.86325
Sh3rf2	5.22556	5.15366	5.3518
Sh3md4	4.65163	5.40752	4.72425
Sh2d5	4.82531	3.64727	3.98624
Sh2d4b	3.70673	3.12613	3.50367
Sh2d1b1	5.19467	5.84354	5.15458
Sh2b2	5.4832	5.1337	5.68601
Sgpp2	3.38689	3.14497	3.3175
Sgk2	5.97052	4.34172	4.65971
Sgip1$Ccrn4l	2.77781	2.99845	2.70638
Sgcg	4.77888	4.84535	4.84211
Sgcd	4.16679	5.17108	4.80119
Sgca	5.33236	5.54355	5.27546
Sfxn5	4.82368	4.87069	4.40195
Sfxn4	5.26895	5.60659	5.15325
Sftpd	4.61905	4.68695	4.95841
Sftpc	4.27367	4.7826	4.40454
Sftpa1	3.54467	3.55133	3.45078
Sfi1	5.09792	4.55303	5.93173
Sez6l2	4.93397	4.39241	4.89582
Sez6l	4.15725	4.09167	4.08789
Serpini1	5.62855	4.65753	4.73748
Serpind1	3.89141	3.86097	3.87883
Serpinc1	3.85449	4.34162	4.10727
Serpinb9g$OTTMUSG00000000724	2.44511	2.31249	2.55344
Serpinb9d	3.61064	3.58035	3.64965
Serpinb9c	2.77705	2.82097	2.77125
Serpinb7	2.95727	2.92331	5.76909
Serpinb6b	4.37952	5.30052	4.18317
Serpinb5	3.35257	3.09405	7.12918
Serpinb3b	2.65309	2.16087	6.01768
Serpinb2	5.32705	3.25028	4.13556
Serpinb1b	2.96508	2.97172	2.9391
Serpinb1a	5.91351	4.91309	5.43779
Serpinb12	3.17584	3.27411	4.78505
Serpinb11	3.69842	3.71777	6.2786
Serpina9	3.77092	3.84968	3.94102
Serpina7	2.26216	2.30889	2.34384
Serpina6	3.18766	3.39521	3.44285
Serpina5	2.67572	2.74373	2.66986
Serpina3m	5.99091	3.53687	4.08642
Serpina3k	2.69916	2.53011	2.64661
Serpina3c	2.60732	2.63046	2.58658
Serpina1f	2.91531	2.68108	2.88038
Serpina12	4.09289	3.97827	4.08527
Serhl	5.01559	5.3151	5.77341
Sema6d	4.46607	5.32079	5.09263
Sema6b	5.24171	5.5331	5.28827
Sema6a	4.97912	5.75489	4.94727
Sema5a	3.0968	4.71288	3.09466
Sema4a	6.38308	4.04961	5.43682
Sema3g	4.20092	4.04454	4.46477
Sema3d$LOC100044160	3.48081	4.29746	3.56931
Selp	4.46573	4.58405	4.49228
Sell	4.16783	4.14495	4.04913
Sele	2.96433	3.24094	3.01949
Sel1l2	4.5923	4.41014	4.6683
Sectm1b	3.4084	3.36836	3.57511
Sectm1a	3.01589	2.71322	2.93506
Sec16b	3.46925	6.82952	3.15944
Sec1	4.07794	3.57112	4.19227
Sebox	5.12039	5.18264	5.09996
Sdro	3.85898	4.03667	3.99103
Sdk2	5.17315	5.17366	4.95512
Sdk1	5.14679	5.20138	5.15583
Scx	3.68472	5.91603	3.87505
Scube2	3.37317	3.24979	3.14587
Scrt1	5.03283	5.20188	4.95031
Scrg1	3.43925	3.74555	3.43115
Scnn1g	3.57405	3.46787	3.59351
Scnn1b	4.64431	4.73351	4.90969
Scn9a	2.89607	2.96024	3.0679
Scn8a	4.12325	4.07391	4.02911
Scn7a	2.93381	3.38269	2.90002
Scn5a	5.01305	5.33167	5.26795
Scn4b	4.10511	3.92984	5.03008
Scn4a	3.82329	3.87474	3.9293
Scn3b	4.38716	3.66484	3.8188
Scn3a	3.34176	2.81778	2.82095
Scn2b	4.12511	4.01451	4.04989
Scn2a1	2.90269	3.22304	2.83179
Scn1a	2.89075	2.9396	2.92348
Scn11a	4.30987	4.25895	4.21853
Scn10a	3.12651	3.11079	3.35272
Scml4	3.61779	3.56979	3.69064
Scin	3.04787	2.84935	3.26688
Scgb3a2	3.62514	3.68059	3.82826
Scgb1a1	2.91986	3.00033	2.95136
Scg5	3.47575	3.24585	7.48306
Scg3	5.03828	4.80506	4.60391
Scg2	3.62686	3.8831	3.51803
Scfd2	5.83153	5.02364	5.48301
Scel	3.33431	3.76561	3.70999
Scd3$LOC100048724	6.007	4.39845	4.32228
Scarf1	5.49413	4.92039	5.06434
Saps2	5.09746	5.35094	5.29441
Samsn1$Caps2	3.21661	2.98357	2.96539
Samd7	2.81543	2.45678	2.72141
Samd5	5.05859	6.18594	5.11518
Samd12	3.08694	3.00409	4.3223
Samd11	4.14262	3.76037	4.16713
Sall3	6.22895	4.71481	5.17422
Sag	4.62518	4.72611	4.6975
Sacy	4.40848	4.18175	4.18056
Saa4	4.05978	4.30264	4.09946
Saa1	3.12722	2.7163	8.9722
S3-12	3.86674	4.22321	3.81281
S100g	3.36188	3.14011	3.00451
S100b	3.9883	4.50004	4.00357
S100a9	3.59919	3.61049	4.59787
S100a5	4.16609	4.21906	4.12175
Ryr3	5.05353	3.93719	4.14012
Ryr2	3.90855	3.52292	3.53151
Ryr1	5.32186	4.4428	4.37659
Rxrg	5.21468	4.825	4.86166
Rxfp2	3.39958	3.18072	3.35864
Rxfp1	3.03827	3.34703	3.28332
Rwdd3	5.09477	4.54	4.88262
Runx1t1	4.43986	6.81227	3.76953
Rufy3	5.69901	4.97017	5.38585
Rufy2	5.25803	5.41131	5.53148
Rtp4	4.09725	5.47682	4.13768
Rtp3	4.28434	3.95488	4.15792
Rtn4rl1	5.05263	5.20744	4.92386
Rtbdn	5.12073	5.39254	5.33685
Rspo4	3.85496	3.69406	3.97585
Rspo3	4.36293	7.72434	4.05108
Rspo1	5.25908	3.99529	3.37941
Rshl1	4.59574	4.35953	4.57413
Rsad2	4.75705	4.65237	6.45993
Rsad1	4.29214	4.72827	4.99524
Rs1	3.98021	3.97277	3.93605
Rrh	4.18082	4.33501	4.09999
Rrad	4.42808	5.63023	4.27735
Rptn	3.31981	3.39089	3.41389
Rps15a	5.00205	4.86823	5.43733
Rprml	4.78017	4.8323	4.73193
Rpl41$2210411K19Rik	3.8314	3.47753	3.71574
Rpl3l	3.85249	3.14649	3.4148
Rph3a	4.9736	4.98724	4.95689
Rpe65	3.65079	3.33285	3.84636
Rp1l1	3.23904	3.12023	3.23266
Rp1h	3.13899	3.0654	3.03151
Ros1	3.43062	3.46514	3.4557
Rorc	3.94858	3.74998	5.90152
Rorb	4.21356	4.45454	4.33425
Ror1	4.15289	5.31341	4.2178
Ropn1l	4.11493	5.06476	4.85912
Ropn1	5.2985	5.21251	5.23368
Rom1	4.82121	5.07864	5.41469
Robo2	2.40479	2.63903	2.54066
Rnpc3	5.76528	5.28136	5.18899
Rnf43	3.29953	3.30938	3.42413
Rnf32	5.24473	4.77845	5.07951
Rnf207	4.97435	5.02354	4.68789
Rnf186	4.39778	4.33531	4.20022
Rnf183	3.95549	4.21804	5.98484
Rnf182	3.87667	3.86529	3.52767
Rnf180	3.44051	3.67861	3.10873
Rnf17	8.67146	3.38299	3.2679
Rnf133	2.41269	2.35371	2.36129
Rnf122	5.42767	6.42086	4.49948
Rnasel	4.10188	4.33068	6.33418
Rnase6	3.26571	3.39871	3.25049
Rnase10	3.15188	3.44031	3.16849
Rnase1	4.41459	4.26034	6.47527
Rln1	3.38299	3.10035	3.07843
Rlbp1l2	3.31195	2.76556	2.76807
Rlbp1l1	4.14881	4.23847	3.74
Rlbp1	5.5078	2.73674	3.05005
Rit2	2.77669	2.88278	2.7982
Ripply3	3.89462	3.20647	3.2987
Ripply2	2.10906	2.12818	2.08513
Ripk4	4.52897	3.71983	5.0979
Rims4	4.29152	4.27633	4.19365
Rims3	4.89334	3.59033	3.4867
Rims2	5.48721	4.44513	6.21327
Rims1	5.66161	4.92106	4.61381
Rimbp2	5.3938	5.36261	5.27525
Rilp	5.04562	5.64127	5.56021
Ric3	4.36003	3.39054	3.73333
Rhpn2	6.76089	2.56716	3.41855
Rhpn1	5.31117	4.6988	4.91665
Rhov	4.30161	2.9639	3.65789
Rhoh	3.42335	3.50632	3.39949
Rhoa	3.5665	3.29181	3.15298
Rho	4.75742	4.8341	4.7464
Rhcg	5.08944	4.94836	4.94551
Rhbdl3	3.68198	3.54902	3.38073
Rhbdl2	3.99989	3.93154	4.20799
Rhbdl1	4.87417	4.6722	4.87629
Rhag	2.53793	2.46775	2.7088
Rgs9bp	5.85928	4.26805	3.94689
Rgs8	3.47532	3.61996	4.63712
Rgs7bp	3.05091	3.21675	3.07307
Rgs7	4.1654	4.15152	4.20485
Rgs6	3.56008	3.83532	3.48344
Rgs5	3.83373	5.85164	3.48227
Rgs4	3.86019	8.19988	3.77927
Rgs20	4.36999	4.02692	5.015
Rgs2	4.44589	5.39995	4.64841
Rgs18	2.38013	2.48294	2.50579
Rgs17	3.93255	3.93409	4.04977
Rgs13	2.32444	2.27097	2.2065
Rgs1	3.4466	4.08171	3.53856
Rgr	3.6351	3.38318	3.83038
Rgn	3.11135	3.11215	3.03351
Rgl3	4.56521	5.1455	4.56221
Rgl1	4.1579	6.44649	4.25155
Rgag4	5.02641	5.59823	4.86091
Rfxank	4.93189	5.4146	4.97826
Rfx4	4.87851	4.41349	5.60403
Rfx2	6.41809	4.44576	5.18929
Rftn2	4.36887	6.05684	4.29167
Rfpl4	2.7355	2.50913	2.80435
Retnlb	3.66644	3.76041	3.90616
Retnla	3.8312	3.87137	3.70241
Ret	4.92341	4.75019	5.03333
Resp18	3.15985	3.02833	3.3382
Rerg	3.02917	3.81822	2.75308
Reps2	4.44197	3.3565	3.37085
Rem2	5.0483	5.18969	5.86629
Rem1	4.702	5.22526	4.8529
Reln	3.89521	3.84981	4.10985
Rel	4.53871	5.34587	4.62666
Reg4	3.75374	3.99049	3.67526
Reg3g	3.39649	3.09391	3.07122
Reg3d	4.01369	3.84063	3.92074
Reg3a	3.78524	3.9887	3.89345
Reg1	4.04524	3.99224	4.02591
Reep2	5.28406	4.92452	5.39925
Reep1	3.00645	2.84336	3.49564
Recql5	4.48586	4.56928	4.41764
Rec8	6.02824	4.85931	4.87576
Rdh7	3.15335	3.27122	3.20824
Rdh5	4.68839	5.28458	5.35114
Rdh16	3.15113	3.07354	4.79144
Rdh12	4.47475	4.42575	4.61683
Rdh1	2.64959	2.69539	2.63954
Rcvrn	3.12828	3.19543	3.30581
Rcsd1	6.01496	4.92379	4.86388
Rcn2	3.57427	3.72554	3.74323
Rbpjl	4.95754	4.97718	4.84006
Rbp7	4.76566	3.63888	5.24005
Rbp3	4.03711	4.30163	4.16093
Rbp2	4.75956	4.883	4.80446
Rbm4b	5.45371	5.18995	4.76325
Rbm44	6.57419	2.92072	2.78893
Rbm35a	6.44269	3.58595	5.69773
Rbm12b	5.02132	4.89505	4.24933
Rbm11	2.98269	3.0044	2.85868
Rbks	5.26559	4.3385	5.32824
Rax	4.87913	4.99773	4.94034
Rassf6	4.70137	6.47217	4.68014
Rassf5	4.0321	6.42687	4.15565
Rassf4	3.5392	3.55845	3.23562
Rassf2	3.97327	3.62581	3.53509
Rasl12	5.10798	5.35605	5.02924
Rasl11a	5.43379	5.69887	5.05849
Rasl10a	4.36361	4.00902	4.4485
Rasip1	5.38562	4.4383	4.48568
Rasgrp4	5.77928	4.95895	5.32069
Rasgrp3	4.38074	5.98566	4.15139
Rasgrp1	4.1394	4.16141	4.54836
Rasgrf2	4.17504	4.24064	4.33335
Rasgrf1	3.70612	3.66468	3.80216
Rasgef1c	4.87482	4.8945	4.63254
Rasef	2.27475	2.41734	2.80665
Rasal1	5.70448	5.25644	5.40735
Rarres2	3.88628	3.60237	3.82318
Rarb	4.16737	5.78768	4.81383
Rapsn	4.31798	3.79979	4.01847
Rapgef4	3.65935	3.84036	3.84379
Rapgef3	5.19993	4.7082	5.03504
Ranbp3l	3.47546	3.4334	3.56316
Ralgps1	5.43187	5.20077	5.42261
Rai2	2.09801	2.33311	2.26233
Rag2	4.71453	5.04314	4.54758
Rag1	3.17341	3.43311	3.15793
Rad9b	5.70727	4.23822	5.22874
Rad51l1	5.28651	4.35417	5.01294
Rac2	4.70565	4.43659	5.8844
Rabif	4.95804	4.79711	5.04827
Rab9b	2.95564	3.12296	2.92723
Rab6b	5.47656	4.99396	5.0538
Rab40b	3.95423	4.55819	4.79471
Rab3il1	5.06502	4.58518	4.24035
Rab3c$LOC100044883	3.09345	3.58627	3.14517
Rab39	4.09879	2.6305	2.82174
Rab37	4.65843	4.69849	4.61673
Rab36	5.2103	5.59416	5.11965
Rab33a	5.17045	4.25984	3.77249
Rab27b	4.03045	6.12891	5.77631
Rab27a	5.37404	3.97184	4.56569
Rab20	3.47038	4.42915	3.29307
Rab19	5.32416	4.95205	5.24627
Rab11fip4	4.40573	3.24286	4.15171
Rab11fip1	5.4554	4.76179	5.44154
RP23-395H4.4	4.60969	3.75865	3.84093
RP23-357I14.1	2.5419	2.47041	2.41651
RP23-336F11.32	4.23469	3.97166	4.13022
RP23-304I1.2	4.66775	4.88202	4.74929
RP23-25C1.8	4.45809	4.25099	4.56747
RP23-24J10.7	3.69474	3.63869	3.64015
RP23-244H7.9	5.11972	4.91712	5.13831
RP23-233B9.8	3.51619	3.48678	3.9866
Qrich2	3.61965	3.18927	3.50527
Pzp	6.01252	3.43916	3.42698
Pyy	3.8872	3.63914	3.87141
Pygo1	3.69916	3.69915	3.17125
Pygm	3.90155	3.53722	3.62449
Pxt1	4.93864	4.63275	4.80873
Pvrl4	3.64643	3.66978	4.32998
Pvrl1	5.63713	5.39062	5.30959
Punc	5.78541	5.03893	5.00819
Ptpru	5.35041	5.04191	5.12991
Ptprt	4.19126	4.22205	4.30179
Ptprr	3.20607	3.26077	3.36211
Ptpro	3.25077	3.16195	3.07134
Ptprc	2.78655	3.24424	2.93085
Ptprb	4.09471	5.25178	4.18969
Ptpn5	4.2222	4.44614	4.34332
Ptpn4	5.36722	5.12912	5.62429
Ptpn22	4.22806	3.05075	3.24688
Ptpn20	3.54368	2.72441	2.54402
Ptpdc1	5.21313	5.53902	5.36865
Ptk6	2.54663	2.38618	2.77629
Pthr2	2.74075	2.67461	2.43664
Pthr1	5.06282	6.16372	4.80896
Pthlh	3.28691	3.67687	3.46544
Pth	3.07983	3.08792	3.08536
Ptgir	3.41834	4.0758	3.73756
Ptgfr	3.11018	4.95821	3.19446
Ptger4	4.84934	6.42932	4.09633
Ptger3	3.06412	2.96461	3.53028
Ptger2	2.97531	3.10093	2.70069
Ptgds2	3.52976	3.62184	3.5083
Ptgdr	5.45895	5.2539	5.58614
Ptf1a	3.48939	3.51618	3.48144
Ptcra	4.64406	4.56868	4.35537
Ptchd2	4.89183	4.80045	4.75681
Ptchd1	2.85885	2.80684	2.84113
Ptch2$LOC674483	6.32208	4.30666	4.36995
Ptafr	3.29253	3.44516	3.4486
Pstpip2	4.84053	5.44268	4.19173
Pspn	4.17642	4.0988	4.3486
Psp	2.69151	2.72578	2.76807
Psmb8	5.19698	5.32918	5.12487
Psg28	4.34105	4.52614	4.27466
Psg21	3.13567	3.07743	3.27747
Psg19	2.2334	2.01285	2.10652
Psg17	2.72619	2.57686	2.78172
Psg16	3.9873	4.24265	4.03439
Psd2	3.2702	2.65543	2.66126
Pscdbp	4.82796	4.89751	4.82991
Pscd4	3.03914	3.19248	2.9603
Psapl1	5.06944	5.33749	4.98024
Prtn3	4.99405	4.5967	4.64167
Prtg	6.54328	4.1818	4.20535
Prss8	4.83034	4.2278	4.58375
Prss7	3.05732	3.13359	3.07775
Prss35	5.39573	6.64562	3.8755
Prss32	3.62486	3.45887	3.79798
Prss28	3.55656	3.64561	3.33544
Prss22	5.00308	5.13077	5.40765
Prss21	4.2461	4.1702	4.17321
Prrt3	4.11497	3.92939	3.88347
