Gene	Expr0	Expr1	Expr2
Rbm4	6.97169	7.08847	6.36542
Rbm38	8.68197	6.73289	8.37066
Rbm35b	6.08023	5.75827	7.35749
Rbm3	8.34337	6.71401	6.32382
Rbm26	8.65782	7.60159	8.11936
Rbm19	8.1055	7.30795	8.37873
Rbm18	7.79333	8.4335	7.77688
Rbm15b	7.6368	7.36568	7.4361
Rbm14	8.20716	7.26637	7.84014
Rbm12	8.37334	7.70163	8.02729
Rbl1	6.73217	6.25457	6.83481
Rbj	6.36283	5.61396	5.91265
Rbbp9	7.5428	7.08188	6.6767
Rbbp8	7.80932	7.34827	7.27103
Rbbp6	7.7589	6.84808	7.55072
Rbak	7.43082	7.37638	7.59966
Rb1cc1	6.83567	8.57865	7.13164
Rb1	7.17944	7.06246	8.58257
Rassf8	6.25698	8.35119	6.48374
Rassf7	8.39883	7.19498	8.25898
Rassf3	7.03919	6.55386	7.33085
Rasl11b	7.28965	8.55066	5.93707
Rasl10b	5.88308	5.97496	5.66232
Rasgrp2	7.29937	4.55384	5.48572
Rasd1	6.08204	5.5946	5.69661
Rasal2	6.90717	8.47169	7.62537
Rasa4	6.21113	5.88011	6.07335
Rasa3	6.75308	8.92821	7.83867
Rasa2	7.20546	8.38572	7.31136
Rara	7.16187	6.72821	6.76491
Rapgef6	7.1622	6.9421	7.32484
Rapgef5	6.56892	4.50287	6.6844
Rapgef1	7.56591	7.85672	8.03587
Rap2ip$Rundc3a	6.29724	5.84573	6.03371
Rap2b	7.74959	7.40546	7.32923
Rap2a	6.89656	8.035	7.00026
Rap1gap	7.11732	6.36659	6.87397
Ranbp6	5.90777	6.61056	6.20674
Ranbp3	8.0666	7.61805	7.66725
Ranbp17	7.04214	4.63557	6.89552
Ranbp10	7.79984	8.18627	7.81719
Ramp2	5.66926	5.0537	6.06638
Ramp1	4.78351	6.04608	6.05942
Ralgps2	6.71698	4.82767	6.43343
Ralgds	6.90764	6.71298	7.50255
Rai1	6.41731	7.7686	7.76128
Rage	7.96952	5.81179	6.81825
Rad9	8.10985	8.37709	7.99166
Rad54l2	7.2057	6.80358	6.59561
Rad54l	8.11687	5.9131	6.90342
Rad52	6.41292	6.25083	6.40135
Rad51l3	6.39301	5.93541	7.08515
Rad51c	7.60059	5.79836	6.4881
Rad51ap1	8.4406	6.92511	7.81255
Rad50	8.08522	6.89735	7.93762
Rad18	7.29964	6.6888	6.92687
Rabl5	7.54559	8.14126	8.31448
Rabl4	6.71501	6.43739	6.7125
Rabl3	7.74782	7.85905	8.20089
Rabl2a	6.3033	6.56226	6.25282
Rabgef1	7.51546	8.18318	8.54295
Rabgap1l	5.57169	6.2602	5.74325
Rabgap1	7.49191	7.74496	7.6644
Rabepk	7.04423	6.66616	7.06766
Rabep2	6.53613	6.53806	6.95859
Rabep1	7.12939	7.37898	6.96971
Rab7l1	7.4588	7.28749	7.89994
Rab5b	5.83295	6.23999	6.25346
Rab4a	8.64347	7.48324	7.72633
Rab43	5.40808	6.58895	6.08461
Rab3ip	8.13897	7.68775	7.23832
Rab3d	6.10476	6.18015	7.66253
Rab3b	6.27746	5.77552	5.94827
Rab3a	6.61428	7.03623	7.00568
Rab39b	5.96635	6.24245	4.89693
Rab38	6.33537	7.45874	7.44153
Rab33b	7.19807	9.28696	7.2449
Rab32	5.84883	8.3659	7.93452
Rab30	5.93214	6.97492	6.16345
Rab2b	6.41379	7.44657	6.49905
Rab25	5.82277	5.24823	6.3221
Rab23	7.64969	8.85447	7.15784
Rab22a	7.3815	8.31123	8.01308
Rab17	4.54592	4.40437	7.34785
Rab15	7.95104	7.94158	6.80029
Rab13	6.97205	8.04672	7.19613
Rab11fip2	6.41474	6.89804	6.47201
RP23-195K8.6	7.96851	8.43263	8.13296
RP23-157O10.7$LOC100047169	5.76272	6.07485	5.65252
RP23-136K12.4	7.56942	7.38215	8.32524
R74862	6.42972	6.75904	6.30893
Qtrtd1	7.71692	6.68896	7.72092
Qsox2	7.04168	7.41993	7.52658
Qsox1	6.0333	9.16446	6.63115
Qrsl1	6.44256	5.44571	6.31045
Qprt	6.93291	5.30935	5.1032
Qpctl	5.82666	6.59716	6.13709
Qpct	5.82303	5.03233	8.29066
Pyroxd1	6.80902	6.87226	6.9306
Pygl	5.60672	6.39488	6.72211
Pycrl	7.84939	7.84609	8.26903
Pycard	8.66508	3.83866	4.9891
Pxn	6.84847	6.57091	7.41483
Pxmp4	6.31017	6.63082	6.73236
Pxmp2	8.32328	6.66514	7.64677
Pxk	6.60009	7.18183	6.8934
Pwwp2	5.96634	6.53747	7.54392
Pwp2	8.50508	7.52691	8.17069
Pvrl2	8.41622	7.99541	7.22708
Pvr	7.2491	7.78882	6.95308
Pvalb	5.49333	5.88357	5.44959
Pus7l	7.26958	7.38088	8.00569
Pus3	6.75482	6.27777	6.9488
Purg	6.4968	7.3016	6.05199
Pura$LOC100045958	8.96116	7.86966	7.52009
Ptx3	4.86732	9.32944	4.61465
Pts	6.05433	6.28839	6.46233
Ptprz1	4.08351	6.78516	5.67142
Ptprs	7.59572	8.23509	8.31971
Ptprn	5.95608	7.69645	5.65341
Ptprm	5.37392	8.1673	6.64062
Ptprk	6.85091	6.82458	6.43684
Ptpre	4.90272	6.28444	7.7554
Ptprd	4.15586	6.63811	5.59052
Ptprcap	6.99281	7.10807	7.45551
Ptpra	7.41917	8.70376	8.2586
Ptpn6	7.28242	4.33344	6.40052
Ptpn3	7.186	6.87969	8.93092
Ptpn23	7.90906	7.96246	8.07646
Ptpn21	6.33542	7.06153	6.54318
Ptpn18	5.86841	5.54992	5.84687
Ptpn14	7.09126	8.00247	8.5951
Ptpn13	5.70933	5.72574	7.06883
Ptplad2	6.68555	9.10947	6.78119
Ptn	5.18286	10.9144	4.9543
Ptk2b	5.85153	7.17039	7.01657
Ptk2	7.75973	8.14653	7.40117
Ptgs1	5.94016	7.38486	6.4709
Ptgis	7.75781	7.88538	5.36469
Ptges2	7.56131	7.31532	7.79144
Ptges	6.46241	6.88815	5.63169
Ptgds	6.08704	5.51258	5.9621
Pter	6.62507	7.68975	7.83242
Ptch1	8.5096	6.87065	7.73934
Ptcd1	6.6594	6.08733	6.98108
Ptbp2	8.38506	8.19646	7.28574
Pstpip1	5.52983	5.67158	6.55888
Psors1c2	5.76509	6.0666	5.72249
Psmf1	7.90517	7.63888	8.11536
Psmd9	6.79649	7.11373	7.2802
Psmc3ip	9.07571	6.96386	7.68598
Psmb9	5.99127	5.39673	5.9755
Psmb10	7.52204	7.38287	8.27524
Pskh1	6.92655	7.36062	7.38604
Psen2	6.43746	6.54689	6.6989
Psd4	5.48147	5.29144	6.23096
Psd3	4.95459	6.39652	5.79363
Psd	5.6585	5.75032	5.56602
Pscd1	4.58469	5.47032	6.22383
Psca	5.46591	5.7431	6.01734
Prune	7.59794	7.12765	7.4227
Prss36	7.4516	6.87163	7.44717
Prss23	6.892	10.8609	6.47387
Prss2	5.80991	6.08441	5.48491
Prss16	6.70318	5.82266	7.32571
Prss12	5.5973	5.98399	5.46489
Prrx2	7.20734	9.87865	5.91927
Prrx1	6.20577	9.99033	5.15819
Prrt1	5.85051	6.27438	5.62816
Prrg3	7.30716	5.52714	6.77759
Prrg2	5.55269	6.68656	6.1297
Prrc1	7.78747	8.3862	7.08973
Prr8	7.57858	7.03611	7.6049
Prr3	7.32478	7.03861	7.2622
Prr12	7.2137	6.61217	7.3148
Prr11	6.75626	6.25409	6.67594
Prpf4b	8.2376	8.02055	8.06043
Prpf40b	7.13793	6.40231	6.87295
Prpf4	8.54161	7.1288	8.16871
Prpf39	7.35398	7.66221	7.54295
Prpf18	7.84987	7.64235	8.16943
Prosapip1	5.94375	5.71467	5.43828
Pros1	7.42475	8.31321	7.56946
Prom1	6.23737	5.80647	8.23818
Prodh	7.5265	5.527	8.18318
Prmt6	6.97885	6.52713	6.78462
Prl3d1$Prl3d1	6.07057	5.98996	5.98188
Prkx	7.68742	7.07753	7.45062
Prkrip1	8.19634	7.61996	8.29171
Prkra	7.06308	7.3679	7.73745
Prkg2	6.6519	9.1905	5.22377
Prkg1	4.76421	7.1285	4.56333
Prkdc	8.32719	6.23332	7.77772
Prkcz	6.35682	4.74105	7.60377
Prkcn	7.50921	8.08181	7.9395
Prkcm	5.46742	7.59074	4.93205
Prkch	6.52476	5.41623	7.97373
Prkce	4.83561	5.58346	6.2014
Prkcd	7.43288	8.22928	7.47375
Prkcc	6.1544	5.15546	5.8698
Prkcbp1	7.73825	7.44805	7.79075
Prkca	5.83751	8.14601	5.6729
Prkar2b	5.967	8.62609	4.57449
Prkar1b	6.78005	7.78203	6.76014
Prkag2	5.27497	6.82901	6.63956
Prkacb	7.2503	7.8742	7.09987
Prkab2	7.05855	7.31957	6.85799
Prkab1	7.71707	7.7123	8.9021
Prkaa2	6.21193	3.53201	6.54092
Prkaa1	6.72419	7.76971	7.48009
Prim2	8.57371	7.41518	7.91326
Prickle2	5.81714	7.33239	7.25906
Prickle1	5.50968	7.24297	5.50381
Prepl	7.33606	8.29542	7.35577
Prelp	5.81277	6.03848	5.75044
Prelid2	7.83393	6.18771	7.049
Prelid1$LOC100046650	5.90397	6.16637	6.07017
Prei4	6.59989	6.39895	6.88512
Prdm6	5.39274	5.7434	5.55831
Prdm2	8.53849	6.96647	7.81452
Prdm1	6.28606	5.16723	5.06216
Prcp$LOC100048391	6.80111	7.9942	6.65971
Prcc	7.46707	6.503	7.28426
Pramef12	7.56723	4.43648	4.37248
Pram1	5.72307	5.18007	5.50459
Pqlc2	7.55403	7.717	7.69121
Pqlc1	5.76309	6.77534	7.09584
Ppwd1	8.33712	6.91278	7.58635
Ppt1	7.24722	8.10918	7.73067
Ppp4r1l	8.3499	7.58331	8.4889
Ppp3cc	5.41291	5.49663	6.87687
Ppp2r5b	6.66498	7.47777	7.07439
Ppp1r9b	5.43151	5.5252	5.56807
Ppp1r9a	6.75953	4.22215	6.71668
Ppp1r3f	6.89585	7.37	6.72589
Ppp1r3b	5.21313	6.33455	5.03888
Ppp1r1b	6.2853	6.16805	6.21524
Ppp1r1a	8.25503	6.60164	6.30063
Ppp1r16a	7.45208	7.38392	7.39959
Ppp1r14c$LOC100043766	5.40201	4.83577	7.74438
Ppp1r14a	7.17241	6.67347	3.94053
Ppp1r12c	6.9884	6.94997	6.69655
Ppox	6.21085	6.11295	6.48884
Ppm2c	6.03669	6.83717	5.67559
Ppm1l	5.97782	6.99273	7.45464
Ppm1k	6.25864	5.78331	7.09681
Ppm1j	7.95324	6.12784	6.06097
Ppm1f	7.46451	6.95281	8.33163
Ppl	6.31332	5.70975	7.28859
Ppil5	7.21951	5.88126	6.38145
Pphln1	7.52251	8.04592	8.26585
Ppfibp2	6.78895	6.23318	7.19041
Ppcdc	6.42185	6.31234	6.79235
Ppbp	6.86443	9.96737	5.7255
Ppargc1b	6.63871	5.22375	6.09252
Ppard	6.25611	6.59915	7.07996
Ppapdc2	5.51107	5.74765	6.58152
Ppap2b	8.22371	8.31426	6.18156
Pou6f1	5.99957	6.22659	6.33769
Pou2f3	5.86161	5.59369	5.81559
Pou2f1	8.21241	6.10058	7.53044
Pot1a	7.18349	6.15285	6.9726
Pop1	7.7918	6.33134	7.06106
Pon3	4.81801	7.80585	5.67528
Pon2	5.19694	7.44748	6.39061
Pomt2	6.2692	6.87852	6.48802
Pomt1	7.04649	7.0893	7.46501
Pomc1	6.40058	5.73691	6.24241
Pols	7.66962	7.73148	7.22599
Polrmt	8.3083	7.91119	8.07381
Polr3h	7.772	7.43911	8.20821
Polr3gl	7.30281	6.95883	7.80973
Polr3g	9.17666	6.02979	7.95409
Polr3f	6.72834	6.53859	6.52447
Polr3d	7.79301	8.06281	7.4502
Polr3b	7.15199	6.17065	6.94643
Polr3a	7.90472	6.91743	7.85107
Polr2e	5.63149	5.76043	5.42479
Polr1e	8.18299	7.35441	8.50548
Polm	6.43987	6.6224	6.88236
Poll	6.25932	5.48689	6.68304
Polk	6.93379	7.79887	7.62708
Poli	8.45874	6.2926	8.04355
Polh	5.3132	5.73629	6.03778
Polg2	7.58333	6.25112	7.61393
Polg	7.65795	7.31319	7.82311
Pold3	8.29628	6.69489	7.40711
Polb	8.18758	8.14443	7.99663
Pola2	8.1963	6.43868	7.53091
Pogz	8.26819	6.53626	7.34058
Pofut2	7.14145	9.07048	7.12764
Pofut1	6.57471	7.68624	6.98697
Podxl	7.48691	4.99031	9.82016
Podn	6.65201	7.55136	6.60546
Pnpt1$LOC100044383	8.11478	7.02925	7.52681
Pnpla7	6.0091	6.01086	6.66583
Pnpla6	8.21229	7.14663	8.50798
Pnpla3	6.69338	4.9994	7.01485
Pnpla2	6.90145	6.62266	7.60547
Pnmt	6.53313	6.32285	6.416
Pnma5	10.0542	4.27119	4.56575
Pnkp	7.76709	7.14118	7.95221
Pmvk	8.40463	7.78171	8.20271
Pms2	7.24051	6.49155	7.26252
Pms1	8.42985	6.38076	7.59137
Pmm2	7.15653	7.92547	7.9283
Pml	8.66114	6.73331	8.32772
Plxnd1	4.84966	7.16155	5.38258
Plxnb1	6.68956	7.03162	6.4941
Plxna3	6.01267	6.60041	6.11842
Plxna1	7.35088	8.33648	7.17065
Plxdc2	5.96896	8.98054	6.72119
Plvap	5.46542	4.66844	6.34455
Pltp	8.59715	6.65823	8.83687
Plp1	5.91607	6.08768	5.58054
Plod1	6.79613	8.58896	6.85876
Pllp	5.53812	5.46153	6.1364
Plk4	8.59206	7.57496	7.57269
Plk3	8.36087	7.33671	6.63394
Plekhq1	6.37141	7.91082	6.55614
Plekho1	4.95467	7.41297	4.6351
Plekhn1$Klhl17	6.48929	6.80635	6.44505
Plekhm1	7.56352	6.80831	7.36412
Plekhh3	6.19568	7.08224	7.22784
Plekhg6	5.66687	5.90041	6.73652
Plekhg5	7.63162	6.87381	7.49149
Plekhg3	6.34614	7.54996	7.01449
Plekhg1	6.57936	4.99212	8.27087
Plekhf2	8.35164	6.5698	7.28838
Plekhb1	6.95721	5.13193	4.57064
Plekha8	6.86225	5.46575	6.65398
Plekha7	5.96146	5.33889	5.90663
Plekha5	6.46393	5.67691	5.18577
Plekha4$LOC100046788	6.08283	5.95275	5.84537
Plekha2	8.55149	8.12938	7.22122
Plekha1	7.47615	7.67406	7.20569
Pld2	6.35127	7.29094	6.86364
Plcl2	6.24747	6.18802	6.98289
Plch1	6.33989	4.24567	5.92188
Plcg2	8.42164	6.60022	8.49643
Plce1	6.34848	6.95148	8.07604
Plcd3	7.06494	6.62964	9.1495
Plcd1	7.85643	7.45072	5.68974
Plcb4	7.78256	7.08632	7.82053
Plcb3	7.89081	7.86022	8.69264
Plcb2	6.20295	6.0543	6.04474
Plcb1	4.99945	5.43394	7.50945
Plat	5.10909	9.59057	4.77297
Plagl2	5.55734	5.73153	6.9713
Plagl1	5.109	6.82274	4.65072
Plac8	5.84729	8.03692	5.83418
Pla2g7	6.95978	8.7001	8.67162
Pla2g6	8.0819	6.99557	7.35633
Pla2g4b	6.83746	5.43696	6.30574
Pla2g4a	7.06061	10.5488	5.72015
Pla2g2c	6.24994	6.20579	5.86657
Pla2g1b	7.46108	4.88831	4.72722
Pla2g12a	7.90309	7.79559	7.91242
Pla2g10	8.33661	5.3967	5.41665
Pla1a	5.51225	5.4996	5.82008
Pkp3	6.41319	4.97177	6.51061
Pkp2	7.35096	7.45117	6.53091
Pkp1	6.30445	7.97133	9.56148
Pknox1	7.39714	7.03018	7.72488
Pkn3	7.62725	7.03303	7.23777
Pkn1	5.90261	5.67739	5.88409
Pklr	6.46633	6.45633	6.29975
Pkig	7.68572	8.31693	6.85337
Pkd1	6.31868	8.23114	7.04612
Pja1	7.53739	7.7124	7.78319
Pitx2	7.05199	5.39532	4.65535
Pitpnm3	4.53127	5.77366	7.0062
Pitpnm2	5.76306	6.85022	6.55085
Pitpnm1	5.99487	6.98182	7.84131
Pitpnc1	7.83581	6.57438	6.01808
Pipox	8.29718	4.47037	7.78733
Pip5k3	7.04879	6.6473	6.5255
Pip5k2c	7.70435	8.07271	7.94312
Pip5k2b	7.42095	6.92196	7.10977
Pip5k2a	6.67005	7.57944	6.575
Pip5k1c	7.18767	7.35746	7.77767
Pip5k1b	5.98172	5.84984	5.7159
Pim2	8.02085	5.85112	7.88509
Pim1	9.17217	7.35198	6.83741
Pik3r3	5.85104	7.82558	6.00285
Pik3r2$Ifi30	7.03289	7.48938	7.35607
Pik3r1	5.86532	6.9168	5.90932
Pik3ip1	5.63377	7.1315	7.54961
Pik3cb	7.02861	5.83459	6.35251
Pik3ca	7.01858	7.88953	7.28496
Pik3c3	8.02984	6.90852	7.67823
Pih1d1	8.06395	7.99951	7.9892
Pigyl	8.43201	7.85476	8.13658
Pigy	7.89365	8.0189	8.13417
Pigv	6.12828	5.90512	6.42031
Pigq	7.4819	7.00687	8.06644
Pigo	7.53122	6.92589	7.51776
Pign	5.32017	5.77933	5.44955
Pigm	7.4778	8.1504	7.53883
Pigl	6.77022	6.37271	5.95474
Pigk	7.04964	8.56915	7.35099
Pigh	6.13695	5.92879	6.68312
Pigg	5.91319	5.79691	6.59228
Pigc	5.81006	8.06749	6.90474
Pigb	5.30118	5.62676	6.37681
Pif1	6.98036	5.73829	6.01757
Pick1	7.17902	6.03453	7.30013
Pias3	7.1144	6.97173	6.70787
Pias1	7.32224	7.5337	7.52258
Pi4kb$Pik4cb	6.25967	6.65913	6.43091
Pi4k2b	7.88364	8.24402	7.96101
Pi4k2a$LOC100047707	8.02913	7.5811	7.73659
Phyh	8.73885	7.38845	7.49701
Phtf2	7.75686	6.7283	8.62226
Phtf1	8.01171	8.65107	7.84479
Phox2b	5.59387	5.40089	7.81044
Phospho2	6.71013	7.38778	6.6701
Phldb1	7.43737	8.09621	7.96214
Phlda2	8.80508	5.13409	6.63294
Phkg2	7.71074	7.54174	7.50663
Phka2	7.05728	6.35421	6.54613
Phka1	6.39585	6.24542	5.60067
Phip	7.98594	7.4003	7.721
Phf8	7.14654	6.64923	6.4457
Phf7	5.98246	5.85812	6.67117
Phf6	7.38614	6.79373	7.5646
Phf3	8.3262	7.44219	7.93967
Phf21a	8.08972	7.39752	7.75835
Phf20l1	6.41264	7.47198	7.34343
Phf20	8.6297	7.58194	7.5894
Phf2	5.74453	7.02796	7.13838
Phf19	6.17276	5.9912	6.13476
Phf15	6.75335	5.6526	7.71942
Phf14	7.57886	7.30467	7.38524
Phf13	8.16452	7.79802	8.2297
Phf12	6.70327	5.80922	6.10019
Phf1	6.42434	6.82924	6.74469
Phca	6.17372	7.29707	6.75846
Phc3	6.11029	7.39545	6.99339
Phactr2	5.43529	5.2191	6.48416
Pgs1	8.12089	7.47594	8.58919
Pgpep1	7.42658	7.8088	7.53655
Pglyrp1	4.3643	3.55601	10.205
Pggt1b	7.29588	7.38795	7.17413
Pgf	5.50843	6.69088	5.74563
Pgcp	4.47343	6.43235	5.82683
Pgam2	6.05069	5.90051	5.17752
Pftk1	4.62689	7.61875	5.21222
Pfkfb4	6.18384	6.85755	8.00256
Pfkfb3	6.22071	6.27708	5.96277
Pfkfb1	7.40863	6.08249	6.25447
Pex6	6.89489	6.78983	7.38415
Pex5	7.76059	8.16225	7.98288
Pex3	8.2479	7.6807	7.90592
Pex26	6.76691	6.31027	7.29805
Pex19	7.99603	8.2215	7.9091
Pex16	6.81465	6.25107	6.84485
Pex12	7.46846	6.8399	7.27752
Pex11c	5.27689	5.32918	5.93967
Pex11b	7.26483	7.04977	7.1402
Pex11a	6.75129	5.72369	6.53733
Pex10	7.9518	6.09927	7.61442
Pex1	7.20543	6.13289	7.15762
Pet112l	6.68056	5.73435	6.79462
Perq1	8.16198	7.02368	7.58447
Perld1	5.74317	5.28443	6.13082
Per1	6.66275	6.24956	6.82287
Pemt	6.29331	5.88457	7.00452
Pelp1	6.63085	4.77448	5.6858
Pelo	7.73469	7.25279	7.52079
Peli1	8.04961	7.36878	7.39287
Peg12	6.00152	4.98221	6.44511
Pecr	8.43177	6.68032	7.65029
Pea15a	7.46057	10.0534	6.79193
Pdzrn3	4.69114	9.45275	7.8105
Pdzd8	7.36043	7.78895	7.8521
Pdzd4	6.97751	5.20695	4.60375
Pdzd2	5.94871	4.98739	6.99715
Pdxp	8.17216	6.5173	8.66239
Pdxk	7.45892	6.61041	7.28073
Pdxdc1	7.86809	8.70751	7.96726
Pdss2	7.07086	6.51292	7.00329
Pdss1	7.77522	6.14381	7.62781
Pds5b	7.81396	7.28742	7.72968
Pdpn	8.07911	7.72452	5.64817
Pdlim5	6.18459	8.58531	6.67415
Pdlim4	6.15808	8.46672	6.00737
Pdlim2	6.60333	8.83067	6.8594
Pdk2	5.11898	5.61438	6.57431
Pdik1l	6.89584	6.36386	7.25837
Pdgfrl	7.14259	9.47836	6.35081
Pdgfrb	5.99566	11.0069	5.22442
Pdgfra	5.74769	8.10019	4.95151
Pdgfb	5.36688	5.69933	6.40123
Pde9a	7.03293	3.9378	8.99748
Pde7a	7.1121	6.46566	6.86995
Pde6g	5.64766	5.59732	5.61311
Pde4dip	5.56766	7.16116	5.64142
Pde4a	6.35384	6.6848	6.19571
Pde1b	6.93831	6.4686	6.09815
Pddc1	7.24936	7.44105	7.68398
Pdcd6ip	6.98596	8.28602	8.14117
Pcyt1b	8.18195	4.96437	5.49545
Pcyt1a	7.14419	8.14974	7.53401
Pcyox1l	5.81352	5.55844	6.53214
Pcx	7.23545	6.6957	6.30703
Pctp	5.60237	5.96064	6.63396
Pctk3	6.48506	7.12459	7.59603
Pctk2	8.03596	8.56324	7.77387
Pcsk7	6.49449	7.45791	7.60366
Pcsk4	6.0759	5.89465	7.38083
Pcsk1n	8.14606	5.18574	6.73262
Pcolce2	8.67564	8.95924	6.86059
Pcnx	6.48304	6.99353	6.2037
Pcnt	7.9168	6.79747	7.45981
Pcmtd2	7.58359	7.95525	8.45376
Pcmtd1	8.04778	7.85606	7.41809
Pcm1$LOC100044052	6.67535	5.2136	6.04638
Pcgf2	7.68457	6.30956	6.22548
Pcgf1	7.45223	6.63016	7.03012
Pcf11	7.6971	6.90724	7.03558
Pcdh21	5.4878	4.24662	8.85902
Pcdh18	4.11855	8.33361	4.42172
Pccb	8.36999	8.07778	7.84112
Pcbp3	8.42363	7.7487	7.37008
Pcbd1	7.30129	6.37828	9.08199
Pcaf$EG330129	6.85382	5.47309	5.49197
Pbx2	8.28368	7.58392	8.05293
Pbp2	5.27595	5.72007	7.01878
Pbef1	8.97902	6.98356	7.74238
Paxip1	8.3557	6.94575	7.70199
Patz1	7.98709	6.98771	7.88269
Pask	7.54612	6.12935	6.4671
Pars2	7.28973	6.63441	7.35709
Parp9	6.87596	6.90272	7.88032
Parp8	4.64193	8.09338	5.57823
Parp16	6.03726	5.52264	6.1206
Parp11	6.15173	6.6599	6.3799
Pard6g	7.79116	8.23144	7.07094
Pard6b	7.10925	5.03565	6.10466
Pard6a	6.96673	6.63877	6.80705
Pard3	7.27914	6.86922	7.26456
Paqr4	5.61243	6.21215	5.65525
Paqr3	6.76034	5.26737	6.68763
Papss2	4.4294	8.02835	4.85184
Pappa	4.45727	9.21442	4.60212
Papolg	8.15463	7.32453	7.46482
E330018D03Rik	5.91209	5.27948	5.36076
E330016A19Rik	6.02167	6.49567	5.32628
E330009J07Rik	7.08997	6.58753	6.16539
E2f8	8.51082	6.65564	6.93058
E2f7	7.45288	7.44239	7.25022
E2f4	8.28536	7.47883	7.56386
E2f3	7.8008	7.74534	7.66418
E2f1	7.94931	7.34086	7.16529
E130311K13Rik	6.85796	7.45924	7.23265
E130308A19Rik	6.89745	5.68262	6.09726
E130306D19Rik	7.19912	5.47005	6.64482
E130303B06Rik	7.40596	6.88992	7.6616
E130120F12Rik	6.95313	5.62605	6.51432
E130112L23Rik	5.97161	7.12499	5.79863
E130016E03Rik	6.98622	5.72649	6.14031
E130014J05Rik	9.07005	6.24951	7.87459
E030041M21Rik	8.01792	8.47789	8.06992
E030010A14Rik	5.84722	5.59597	5.65162
Dzip1l	5.71101	8.08984	7.141
Dzip1$Dzip1	5.57719	5.82795	5.22549
Dysf	5.16737	7.48247	4.93679
Dyrk2	7.22817	8.8174	7.53991
Dyrk1b	7.12796	7.27963	7.02818
Dyrk1a	7.7758	7.88097	7.40454
Dync2h1	6.48822	6.01104	6.34852
Dym	7.58541	8.25632	7.24241
Dvl2	7.61943	6.63462	6.44659
Dusp9	9.50618	5.6456	5.75428
Dusp8	5.22335	6.60949	5.97037
Dusp7	6.3161	6.73602	6.75926
Dusp4	6.74027	7.82059	8.67238
Dusp3	6.99376	8.35546	8.06774
Dusp28	6.60185	6.52561	6.80559
Dusp27	8.09449	5.35091	4.47175
Dusp22	6.15589	6.37294	7.0897
Dusp19	6.80835	6.8725	6.95418
Dusp18	5.97829	6.77285	6.76642
Dusp16	7.69303	7.07413	7.27073
Dusp12	7.79132	7.12184	6.63415
Dusp10	5.49025	6.51876	5.36677
Dus4l	6.43146	5.23268	6.3149
Dus2l	6.75253	6.30079	6.5358
Duoxa1	6.05784	6.47931	6.31769
Dub1	9.94954	3.34835	3.42097
Dtx4	6.09882	7.12276	5.96818
Dtx3l	6.53493	6.22277	8.08607
Dtx2	7.24752	6.58782	7.29143
Dtx1	6.8833	5.11116	5.38118
Dtwd2	6.64414	4.75792	5.464
Dtnbp1	7.44712	8.84955	8.23967
Dtnb	7.01157	5.83542	7.27115
Dtl	7.47028	5.95708	7.23293
Dst	7.87675	7.83539	8.37021
Dsn1	7.60936	7.36073	7.61838
Dsg2$Dsg2	8.07832	4.7356	8.28867
Dsel	7.35015	9.23367	7.93819
Dse	8.12196	8.33605	5.01523
Drd1ip	6.6471	6.49919	6.49432
Dpy19l3	5.43026	6.30414	5.61005
Dppa4	10.2027	3.53288	4.27892
Dppa3	7.92243	4.83974	5.35396
Dppa2	11.9144	3.39671	3.90019
Dpp8	6.82042	8.21085	7.49653
Dpp7	6.65313	7.93259	6.98327
Dpm3	5.68226	5.62463	5.85566
Dph4	6.55711	5.2383	5.69022
Dph3	5.26048	6.0765	6.18547
Dph2	6.35161	6.30378	6.89489
Dph1	8.09801	7.7113	7.92006
Dpf3	6.56718	6.72565	6.37427
Dot1l	7.88413	7.27807	7.84996
Dos	6.42114	6.34293	6.8938
Dopey2	6.297	5.86088	6.201
Dom3z	7.62459	7.32697	7.58414
Dolpp1	7.89098	7.82881	7.81402
Dolk	7.62122	8.37334	8.06719
Dok4	6.05021	6.80389	6.40876
Dok3	6.37709	6.28254	6.06898
Dok2	6.66305	5.24168	8.80852
Dock9	5.14418	4.52297	6.99518
Dock6	7.90356	6.73432	7.29793
Dock5	6.92836	8.12358	7.39342
Dock1	7.37266	7.77338	7.9517
Dnmt3b	10.3407	5.32865	7.02593
Dnmt3a	8.97309	6.72285	7.25654
Dnmbp	7.81215	7.48191	7.67893
Dnm2	7.65602	8.10052	7.88724
Dnm1	6.14259	7.38796	6.80263
Dnd1	7.04337	5.18387	5.42105
Dnase1l1	5.77074	6.89972	6.69925
Dnalc4	6.87362	7.35627	6.93194
Dnalc1	6.5281	7.17589	6.22132
Dnajc4	7.94533	7.62597	7.94635
Dnajc18	6.59348	7.49977	7.00854
Dnajc16	6.20457	6.20595	6.54492
Dnajc12	7.1909	7.47427	7.47632
Dnajc11	7.8401	7.18006	7.7343
Dnajc1	6.53042	7.80149	6.93226
Dnajb5	6.65558	6.81255	5.63107
Dnajb4	6.40372	10.1537	6.78738
Dnajb12	7.3403	7.45514	7.38725
Dnajb10	6.56758	7.57516	7.16692
Dnaja4	5.2318	7.26494	6.21291
Dna2l	7.98513	5.83209	6.90861
Dmxl1	8.23186	7.2731	7.56049
Dmwd	8.26905	8.15281	7.94684
Dmkn	3.64031	3.08371	8.6627
Dmd	8.34849	6.14883	7.24379
Dmap1	8.55746	7.47267	8.04632
